{ Design }

IT ,1,8000
IT ,1,3000
IT ,1,5000
IT ,1,10000
IT ,1,3000
IT ,1,8000
IT ,1,2000
IT ,1,5000
IT ,1,10000
IT ,1,5000
IT ,26,176500
IT ,3,11700
IT ,17,86500
IT ,17,67500
IT ,2,11000
IT ,1,2500
IT ,1,10000
IT ,18,112500
IT ,1,6000
IT ,1,15000
IT ,1,1000
IT ,1,2000
IT ,2,20000
IT ,1,10000
IT ,1,6500
IT ,1,5000
IT ,1,5000
IT ,7,18500
IT ,2,20000
IT ,2,6000
IT ,1,1000
IT ,1,10000
IT ,1,5000
IT ,6,48000
IT ,1,10000
IT ,1,10000

{ Research }

Research  ,1,2000
Research  ,2,1000
Research  ,1,1000
Research  ,1,3000
Research  ,2,9500
Research  ,1,6000
Research  ,4,21000
Research  ,1,2500
Research  ,1,1000
Research  ,2,12000
Research  ,1,2000
Research  ,1,3000
Research  ,1,10000
Research  ,1,4000
Research  ,6,15000
Research  ,10,33500
Research  ,1,10000
Research  ,1,3000
Research  ,1,1000
Research  ,1,16667
Research  ,1,12000
Research  ,2,2000
Research  ,1,1000
Research  ,1,3000
Research  ,1,2500
Research  ,1,1000
Research  ,1,2000
Research  ,2,8000
Research  ,1,6000
Research  ,1,6000
Research  ,1,2000
Research  ,1,5000
Research  ,1,5000
Research  ,1,5000
Research  ,1,4000
Research  ,1,3000
Research  ,1,5000
Research  ,1,2000
Research  ,9,93500
Research  ,1,2000
Research  ,1,3000
Research  ,1,20000
Research  ,1,5000
Research  ,1,2000
Research  ,1,5000
Research  ,1,4000
Research  ,2,2000

{ Marketing }

Marketing ,291,   1118998
Marketing ,1,        1000
Marketing ,2,        5000
Marketing ,1,        1000
Marketing ,1,        2000
Marketing ,1,        5000
Marketing ,1,        6000
Marketing ,1,       10000
Marketing ,1,       15000
Marketing ,2,       20000
Marketing ,633,   2085403
Marketing ,513,   2157400
Marketing ,5,       23000
Marketing ,8,       31500
Marketing ,1,        1000
Marketing ,1,        3000
Marketing ,1,        1000
Marketing ,2,        1000
Marketing ,1,       10000
Marketing ,3,        9000
Marketing ,1,        2000
Marketing ,1,        5000
Marketing ,2,       21000
Marketing ,1,        7500
Marketing ,1,        7000
Marketing ,2,        6000
Marketing ,2,        3000
Marketing ,1,        3000
Marketing ,1,        5000
Marketing ,1,        2000
Marketing ,1,        5000
Marketing ,1,        3000
Marketing ,4,       18000
Marketing ,1,        5000
Marketing ,1,        1000
Marketing ,1,        1000
Marketing ,1,        4000
Marketing ,4,        31000
Marketing ,2,        2000
Marketing ,1,        1000
Marketing ,2,        6000
Marketing ,1,        1000
Marketing ,1,        4000
Marketing ,1,        1000
Marketing ,1,        1000
Marketing ,2,        7000
Marketing ,5,        11000
Marketing ,1,        4000
Marketing ,1,        2000
Marketing ,1,        5000
Marketing ,1,        5000
Marketing ,1,        7500
Marketing ,1,        1000
Marketing ,1,        1000
Marketing ,1,        2000
Marketing ,64,     206500
Marketing ,1,        2000
Marketing ,2,        7000
Marketing ,23,      76000
Marketing ,14,      41000
Marketing ,1,        8000
Marketing ,1,        1000
Marketing ,1,        3000
Marketing ,1,        1000
Marketing ,1,        1000

{ Human Resources ,160, 545700 }

{ Business Development ,867 ,3796700 }

{ TeleCalling }

TeleCalling ,1,15000
TeleCalling ,1,1000
TeleCalling ,1,2000
TeleCalling  ,2,8000
TeleCalling ,3,22000
TeleCalling ,1,150
TeleCalling  ,1,5000
TeleCalling ,1,5000
TeleCalling ,19,125500
TeleCalling ,1,3000
Telecalling ,41,159500
TeleCalling ,1,4000
TeleCalling ,1,5000
TeleCalling,1,20000
TeleCalling ,1,5000
TeleCalling ,1,3000
TeleCalling  ,1,15000
TeleCalling ,2,4000
TeleCalling ,3,13000
TeleCalling ,1,3000
TeleCalling ,1,10000
TeleCalling ,1,3000
TeleCalling ,1,2000
TeleCalling ,1,1000
TeleCalling ,1,2000
TeleCalling ,1,2000
TeleCalling ,1,8000
TeleCalling ,1,1000
TeleCalling ,1,5000
TeleCalling ,1,1000
TeleCalling ,1,5000
TeleCalling  ,2,5500
TeleCalling ,1,5000
TeleCalling,1,7000
TeleCalling ,2,6000
TeleCalling ,2,10000
TeleCalling ,1,1000
TeleCalling ,1,10000
TeleCalling ,1,1500
TeleCalling ,1,1000
TeleCalling ,1,5000
TeleCalling ,1,6000
TeleCalling ,1,20000

{ Content Creation }

Content  ,1, 10000
Content  ,1,  3000
Content  ,1,  1000
Content  ,1,  4000
Content  ,1,  1000
Content  ,1,  2500
Content  ,1,  8000
Content  ,1,  5000
Content  ,1,  2000
Content  ,1,  3000
Content  ,1,  3000
Content  ,1,  3000
Content  ,1,  1000
Content  ,1,  5000
Content  ,1,  4000
Content  ,1,  1000
Content  ,1,  1000
Content  ,1,  2000
Content  ,1,  1000
Content  ,1,  3000
Content  ,1,  2000
Content  ,1,  5000
Content  ,1, 10000
Content  ,1,  3000
Content  ,1,  5000
Content  ,1,  1000
Content  ,1,  1500
Content  ,1,  5000
Content  ,2,  3500
Content  ,1,  1000
Content  ,30,226500
Content  ,5 , 15000
Content  ,1,  3000
Content  ,20,98500
Content  ,1,  3000
Content  ,1,  1500
Content  ,1,  5000
Content  ,1,  5000
Content  ,1,  8000
Content  ,2, 12000
Content  ,1,  4000
Content  ,1,  2000
Content  ,1,  2000
Content  ,1,  3000
Content  ,1,  1000
Content  ,1,  1000
Content  ,4,  8600
Content  ,1,  1600
Content  ,3, 12000
Content  ,974,3301240
Content  ,1,  7000
Content  ,1,  2000
Content  ,1,  2000
Content  ,1,  1500
Content  ,5, 14000
Content  ,20,61500
Content  ,2,  4000
Content  ,5, 26000
Content  ,1,  2000
Content  ,1,  5000
Content  ,1,  3000
Content  ,1,  2000
Content  ,1,  1500
Content  ,1,  2000
Content  ,1,  6000
Content  ,4, 17000
Content  ,1,  2000
Content  ,1,  6000
Content  ,1,  1000
Content  ,1, 10000
Content  ,1,  1500
Content  ,1,  1000
Content  ,1,  4000
Content  ,1,  1000
Content  ,1,  2000
Content  ,1, 10000
Content  ,1,  6000
Content  ,1, 22000
Content  ,1, 15000
Content  ,1, 15000
Content  ,1, 15000
Content  ,1,  1000

{ Videography }

Animation ,1,  3000
Animation ,1,  2000
Animation ,1,  3000
Animation ,1,  1000
Animation ,1,  1500
Animation ,1,  1000
Animation ,3, 10500
Animation ,1,  5000
Animation ,3, 18000
Animation ,1,  5000
Animation ,1,  5000
Animation ,1,  1000
Animation ,2,  6000
Animation ,1, 10000
Animation ,1,  5000
Animation ,1,  1000
Animation ,1,  3000
Animation ,1, 15000
Animation ,1,  1000
Animation ,1,  5000
Animation ,1,  1000
Animation ,1,  1500
Animation ,1,  3000
Animation ,1,  3000

Editing ,1,    2500
Editing ,23, 114500
Editing ,119,391200
Editing ,4,    8000
Editing ,1,    2500
Editing ,1,    1000
Editing ,1,    3000
Editing ,1,    1500

Creation  ,1,  1000
Creation  ,1,  1000
Creation  ,1, 10000
Creation  ,1,  3000
Creation  ,1,  6000
Creation  ,1,  5000
Creation  ,1,  5000
Creation  ,9,122000
Creation  ,1,  5000
Creation  ,1,  6000
Creation  ,1,  4000
Creation  ,1,  5000
Creation  ,1,  3000
Creation  ,1,  5000
Creation  ,1,  2000
Creation  ,1,  1000
Creation  ,1, 12000
Creation  ,1,  2000
Creation  ,1, 12000
Creation  ,1,  2000
Creation  ,1,  6000
Creation  ,1,  5000
Creation  ,2,  4000
Creation  ,2, 10000
Creation  ,1,  1000
Creation  ,1, 10000
Creation  ,1,  2000

{ Trainer }

Teaching , 1,  10000
Teaching ,41, 227000
Teaching ,22,  92500
Teaching ,1,    5000
Teaching ,1,    2000
Teaching ,1,   12000
Teaching ,1,    3000
Teaching ,1,    5000
Teaching ,1,    8000
Teaching ,1,   18000
Teaching ,1,    2500
Teaching ,1,    2000
Teaching ,1,    2000
Teaching ,1,   20000
Teaching ,1,    7000
Teaching ,1,   20000
Teaching ,1,    3500
Teaching ,1,    5000
Teaching ,1,    3000
Teaching ,1,    3000
Teaching ,1,    2000
Teaching ,1,    5000
Teaching ,1,    3000
Teaching ,1,    4000
Teaching ,1,    1000
Teaching ,1,    4000
Teaching ,1,    1000
Teaching ,1,   10000
Teaching ,1,    1000
Teaching ,1,   10000
Teaching ,1,    4500
Teaching ,1,    3000
Teaching ,1,   15000
Teaching ,1,   18000
Teaching ,1,   20000
Teaching ,1,    1000

{ Ops & Management }

Management ,1,  7000
Management ,1, 10000
Management ,1,  1000
Management ,1, 10000
Management ,1,  7000
Management ,1,  1000
Management ,1,  5000
Management ,7, 20750
Management ,3, 21000
Management ,1, 10000
Management ,2, 11000
Management ,1,  5000
Management ,1,  2500
Management ,1,  2000
Management ,1,  2500
Management ,1,  1000
Management ,1, 10000
Management ,1,  2000
Management ,1,  1000
Management ,1,  5000
Management ,1, 10000
Management ,1,  2000
Management ,1,  1000
Management ,1,  5000
Management ,1,  5000
Management ,1, 10000
Management ,1,  3000
Management ,2,  5000
Management ,1,  2000
Management ,1, 12000
Management ,1,  8000
Management ,1,  5000
Management ,1,  5000
Management ,1,  3000
Management ,1,  3000
